"","...1","Tweet.Id","Datetime","Text","Username","Demand(Y/N)","Process_Code","Coder"
"889",542,1271118837920993280,"1591893321","#FedAccounts4All would deliver an array of transformative public policy benefits, during times of economic crisis such as now and beyond. https://t.co/ITXTAOr0AK","rooseveltinst",".","SUPPORTING PROGRESSIVE ECONOMIC POLICY","AMC"
"890",543,1271140141868806144,"1591898401","Black and brown people are being hardest hit by #COVID19. In partnership with @YouGov Blue, we produced a survey of essential workers to to paint a clearer picture of how workers in frontline occupations are experiencing the crisis: https://t.co/8SXtg2nZiG","rooseveltinst",".","EDUCATING ON RACISM IN COVID","AMC"
"891",544,1271200541079633920,"1591912801","Respect for Black Americans, as people and as citizens, requires monetary compensation. @SandyDarity @IrstenKMullen examine what true reparations should look like in our new report: https://t.co/wUTPdtNwmW","rooseveltinst",".","EDUCATING ON REPARATIONS; DEMANDING REPARATIONS","AMC"
"892",545,1271215990634950656,"1591916484","Want to know what we mean when we say #DefundThePolice and #abolishprisons? This Sunday at 1 pm, join Dr. Angela Davis,@awkward_duck, @sheabutterfemme, @dereckapurnell for SunDDay School to talk about a world without police and prisons! 

Register here: https://t.co/uK8XaKyUKj https://t.co/DomV1hf1AI","Dreamdefenders",".","EDUCATING ON ABOLITION; ASKING FOR PARTICIPATION","AMC"
"893",546,1271440062912376832,"1591969907","Beautiful song by Kesswa featuring @idee_fixe_ 

Get you a piece 🎶

https://t.co/yms3yba5RD","BlackYouthProj",".","SHARING A SONG","AMC"
"894",547,1271442129265610752,"1591970400","For many of today’s youth, this year is the first time they'll fill out a census form as an adult and the first time they'll vote in a presidential election. In @npquarterly, @jaykay430 @kkirch92 explain that things are not going smoothly: https://t.co/xrwL3t1158","rooseveltinst",".","REPORTING ON THE CENSUS","AMC"
"895",548,1271472328296333312,"1591977600","Some politicians have said the value of human life is priceless. 

Some public policy experts argue it’s in the tens of millions. 

Whatever the going rate is supposed to be, it’s clearly less for black people. 

@arcwrites in @voxdotcom:https://t.co/uLuxdTZYMu","rooseveltinst",".","IDENTIFYING LACK OF VALUE FOR BLACK LIFE","AMC"
"896",549,1271481678335111168,"1591979829","“To my fellow Black folks living with disabilities... know you are not a coward. You are not a failure. You are loved. You are worthy.” -@TahirahAGreen 

#BlackDisabledLivesMatter #protests #Byp 

https://t.co/RcY8aLfQbP","BlackYouthProj",".","ENCOURAGING BLACK DISABLED PEOPLE","AMC"
"897",550,1271502528484708352,"1591984800","Piecemeal and incremental efforts will not fundamentally change the structural, racial economic inequality in the US. In a new @rooseveltinst report, @SandyDarity @IrstenKMullen take a closer look at what true reparations should look like. https://t.co/wUTPdtNwmW","rooseveltinst",".","EDUCATING ON REPARATIONS; DEMANDING REPARATIONS","AMC"
"898",551,1271510002675716096,"1591986582","Anthony Swain is HOME!!!! Together with his family, partner orgs and lawyers, and your help, we were able to get Anthony Swain home to his family after four grueling years in jail without trial and testing positive for COVID-19. Read more about him here: https://t.co/T5L6ldC8EO https://t.co/G95OTQsGr2","Dreamdefenders",".","SHARING A SUCCESS STORY","AMC"
"899",552,1271532726018027520,"1591992000","Say it again fro the people in the back, @MichaelSLinden: the stock market is the NOT the economy! https://t.co/tMl1bRF3jZ","rooseveltinst",".","IDENTIFYING AN ECONOMIC PROBLEM","AMC"
"900",553,1271562927963848704,"1591999201","In May, the economy gained 2.5 million jobs and while overall unemployment fell slightly, it increased for Black people. In @DissentMag, @joelle_gamble takes a closer look at the racist structures of our economy: https://t.co/l62JWY1nA2","rooseveltinst",".","EDUCATING ON ECONOMIC RACISM","AMC"
"901",554,1271593122858799104,"1592006400","Explore geographic, demographic breakdowns, and more in the @USATODAY Nationscape Insights: https://t.co/DPqVcZP3RT","rooseveltinst",".","ASKING FOR PARTICIPATION","AMC"
"902",555,1266574085649293312,"1590809768","Update: We have spoken to @gyasigetabag about tomorrow’s 12pm action and are in conversation with movement comrades to determine the appropriate next steps. Please do not message or harass @gyasigetabag, his family, or followers. Thank you!","BLMPhilly",".","OFFERING PROTEST INSTRUCTION","AMC"
"903",556,1266579323131224064,"1590811017","@almondmilkhunni We have spoken to the @gyasigetabag and are discussing next steps with movement comrades. Do not message/harass him, his family, or followers. Check our page for updates.","BLMPhilly",".","OFFERING PROTEST INSTRUCTION","AMC"
"904",557,1266583174223724544,"1590811935","@em_durk @gyasigetabag Correct.","BLMPhilly",".",NA,"AMC"
"905",558,1266635853201195008,"1590824495","Join us Today at 2 pm at the Art Museum. BLM Philly x Philly for REAL Justice https://t.co/b0xf8aczMr","BLMPhilly",".","ASKING FOR PARTICIPATION","AMC"
"906",559,1266725334608723968,"1590845829","Update Thread: We have met with @gyasigetabag. The 12pm demands for this protest have shifted in solidarity with MN and calls for @PHLCouncil  to reject the $14M increase to the police budget. This is good.","BLMPhilly",".","DEMANDING DEFUNDING POLICE","AMC"
"907",560,1266725336730959872,"1590845829","In the meeting, @gyasigetabag was accountable to the organizations in the room and answered questions without being defensive and committed to reporting fundraising totals, and receipts for all purchases.","BLMPhilly",".","REPORTING ON PROTEST EVENTS","AMC"
"908",561,1266725338119385088,"1590845829","Because we do not have a history of working with @gyasigetabag, we are unable to officially endorse the 12pm action. Some members plan to attend. If you decide to go, please think of a safety plan for yourself and your group like any other protest. Be safe!","BLMPhilly",".","OFFERING PROTEST INSTRUCTION","AMC"
"909",562,1266725652088193024,"1590845904","Our action will still be held at 2pm. We hope to see you there. #SolidarityWithMinneapolis","BLMPhilly",".","INVITING TO PROTEST","AMC"
"910",563,1266729990084866048,"1590846938","@EmmmilyGZ @bottom_rising @mckellogs Please check our page for updates regarding the previous action.","BLMPhilly",".","OFFERING UPDATES ON ACTION","AMC"
"911",564,1266767503587491840,"1590855882","We are saddened, angered, but unfortunately unsurprised by recent police actions against Black Americans. While we did not organize yesterday's protest, we fully support the Detroiters who came out to speak truth to power. #BlackLivesMatter #WeAreDoneDying","DetroitBLM",".","EXPRESSING ANGER AT POLICE ACTION","AMC"
"912",565,1266768282427830272,"1590856068",".@kendraforphilly will you vote against @PhillyMayor’s draconian budget. Don’t find the police at the expense of social services. https://t.co/mJskfvbUYS","BLMPhilly",".","CALLING ON AN OFFICIAL; DEMANDING DEFUNDING POLICE","AMC"
"913",566,1266768436333629440,"1590856105","Our hearts go out to the life that was lost last night, along with the families of George Floyd, Breonna Taylor, and the Black Women, Trans, Non-Binary individuals, and Men who deal with similar injustices every day. #BlackLivesMatter
 #WeAreDoneDying","DetroitBLM",".","HONORING VICTIMS OF POLICE BRUTALITY; HONORING VICTIMS OF RACISM","AMC"
"914",567,1266768566348591104,"1590856136","Next week we will release our plans for local and statewide actions. We encourage all Detroiters to keep each other safe as we continue to fight for our freedom. #BlackLivesMatter
 #WeAreDoneDying","DetroitBLM",".","ANNOUNCING PLANS FOR ACTION; ENCOURAGING COMMUNITY SAFETY","AMC"
"915",568,1266779724237373440,"1590858796",".@CherelleParker9 vote against increasing the police budget by $14M this budget season. https://t.co/zxp4L8JOEZ","BLMPhilly",".","CALLING ON AN OFFICIAL; DEMANDING DEFUNDING POLICE","AMC"
"916",569,1266790073422483456,"1590861263",".@Mr4thDistrict you represent a very Black district. If you agree that #BlackLivesMatter you should vote against any budget increases for PPD. #DefundThePolice #JusticeForGeorgeFlyod","BLMPhilly",".","CALLING ON AN OFFICIAL; DEMANDING DEFUNDING POLICE","AMC"
"917",570,1266796011323822080,"1590862679","@CMThomasPHL are you with us on defunding the police? Why give cops $14M more and defund social services our communities need? Vote no! https://t.co/vxhK9o553K","BLMPhilly",".","CALLING ON AN OFFICIAL; DEMANDING DEFUNDING POLICE","AMC"
"918",571,1266817015773265920,"1590867687","We stand in solidarity with all those whose hearts feel broken from the news of the killing of #GeorgeFloyd, and from hearing that the police have decided to take no further action in the case of #BellyMujinga , out on the streets, or at home.","ukblm",".","EXPRESSING ANGER AT POLICE ACTION; HONORING VICTIMS OF POLICE BRUTALITY","AMC"
"919",572,1266817023490822144,"1590867689","We have no affiliation with the #LDNBLM group and any of the BLM London accounts. We are currently discussing the implications of calling a mass march in the middle of a pandemic that is killing us the most. Solidarity with our fam &amp; siblings across the Globe. ✊🏾","ukblm",".","CLARIFYING ORGANIZATION AFFILIATION","AMC"
"920",573,1266824910032310272,"1590869569","@ky_jones50 @HelenGymAtLarge We’re talking about a $14M budget increase from last year, with many cuts to resources and programs people need.","BLMPhilly",".","CRITICIZING A FUNDING POLICY","AMC"
"921",574,1266828601820876800,"1590870449","#JusticeForGeorgeFlyod https://t.co/XXPVlTyijZ","BLMPhilly",".","CALLING FOR JUSTICE","AMC"
"922",575,1266922632458493952,"1590892868","There are instigators in the crowd.  BE CAREFUL. #DetroitProtest #BlackLivesMatter","DetroitBLM",".","ENCOURAGING PROTEST SAFETY;","AMC"
"923",576,1266925456525230080,"1590893541","Most of these instigators ARE NOT DETROITERS! #DetroitProtest #BlackLivesMatter 
https://t.co/3Iq7pZjJ8n","DetroitBLM",".","EXPOSING PROTEST INTIGATORS","AMC"
"924",577,1266948246569717760,"1590898975","@chrismlarson We don't know who planned it.","BLMLansing",".",NA,"AMC"
"925",578,1266950537838309376,"1590899521","Please support BLM bail funds:

Black Visions Collective Minneapolis: https://t.co/yZeuF0WoBw

BLM Louisville:
https://t.co/YdQmCmmlUU

BLM Chicago:
https://t.co/wRrkGOhL03

BLM Indy: https://t.co/da6LLsykFW
Not tax-deductible","BLMLansing",".","ASKING FOR DONATION","AMC"
"926",579,1266950539566292992,"1590899522","BLM LA: https://t.co/0QvMK8R1uM

BLM Memphis: https://t.co/BH7nC0SiBu
*Cash App $OfficialBLMMemphis  (donations not tax deductible)","BLMLansing",".","ASKING FOR DONATION","AMC"
"927",580,1267113859808137216,"1590938460","This action is for voters and is not affiliated with or organized by BLM, but the organizers are in alignment with demanding council reject the police budget. If you attend, have a safety plan, wear masks, and practice social distancing.
https://t.co/iDwUwwMPaf","BLMPhilly",".","CLARIFYING ORGANIZATION AFFILIATION; OFFERING PROTEST INSTRUCTIONS","AMC"
"928",581,1267183273882587136,"1590955010","Some arrests were made earlier at one of the #BLMLDN protests. 
Here is some legal information put together by @GBCLegal ✊🏾
Read up and stay safe family. https://t.co/qOhXIqaMph","ukblm",".","REPORTING ON PROTEST EVENTS; EDUCATING ON PROTEST SAFETY","AMC"
"929",582,1267185411975151616,"1590955520","The system isn't broken, it's benefiting the people for whom it was built.  And it wasn't built with us in mind as anything more than 3/5 of a person.  Don't ask for incremental steps, fight for systemic change. #BlackLivesMatter #WeAreDoneDying #DefundPolice #DefendBlackLife https://t.co/20vj2VqCFK","DetroitBLM",".","INSPIRING ACTION; CRITICIZING SYSTEMIC RACISM","AMC"
"930",583,1267214920724164608,"1590962555","Support Philly! https://t.co/yNp7Ezulb9","BLMPhilly",".","ASKING FOR SUPPORT","AMC"
"931",584,1267437592217300992,"1591015644","@PhillyMayor Read the room. Defund the police. @PhillyMayor YOUR budget is violence. https://t.co/FH3vU740AO","BLMPhilly",".","CRITICIZING AN OFFICIAL; DEMANDING DEFUNDING POLICE","AMC"
"932",585,1267470896991817728,"1591023584","We endorse today’s action to defund ppd. #JusticeForGeorgeFloyd #DefundThePolice https://t.co/6WdEU5sLta https://t.co/ZEVoeOya42","BLMPhilly",".","DEMANDING DEFUNDING POLICE","AMC"
"933",586,1267471051241533440,"1591023621","in 2019 @CityofDetroit spent almost 500 Million Dollars on Public Safety, adopting 3,287 budget positions from the Police Dept alone. While spending under 150 Million on Neighborhood/Community initiatives. Demand they do better! #DefundPolice #DefendBlackLife #BlackLivesMatter","DetroitBLM",".","DEMANDING DEFUNDING POLICE; OFFERING INFORMATION ON STATE BUDGET","AMC"
"934",587,1267535119902035968,"1591038896","Update:  @Comcast and friends are funding the PPD's militarized response to ongoing protests.  #DefundThePolice = #DropComcast #JusticeForGeorgeFloyd 
 https://t.co/1KIT35XMj3 https://t.co/00TwzwRh6d","BLMPhilly",".","DEMANDING DEFUNDING POLICE; ENCOURAGING A BOYCOTT","AMC"
"935",588,1267570766184316928,"1591047395","@knndyjrdn Check out @twittlesis who released this report.","BLMPhilly",".","ASKING FOR PARTICIPATION","AMC"
"936",589,1267628720413650944,"1591061213","@bradodonnell Unfortunately, we don't know any of the organizers and this is not a BLMDetroit event. But, we do support all events that are held with the intention of inspiring systemic change, and also centering of the most marginalized among us.  We hope this event meets those standards.","DetroitBLM",".","CLARIFYING ORGANIZATION AFFILIATION; SUPPORTING THE MOVEMENT","AMC"
"937",590,1267633945300123648,"1591062458","Website had a few glitches earlier today, but we're back up and running.  Thank you EVERYONE for your support. Let's keep this momentum and support our community at all times. #DefendBlackLife #BlackLivesMatter #DefundPolice","DetroitBLM",".","THANKING FOR SUPPORT; ENCOURAGING CONTINUED SUPPORT","AMC"
"938",591,1267796141682368512,"1591101129","ICYMI: Councilperson @kendraforphilly is with us! #DefundThePolice #JusticeForGeorgeFloyd https://t.co/ZdSAHWIybQ","BLMPhilly",".","DEMANDING DEFUNDING POLICE; SHARING","AMC"
"939",592,1267809344218738688,"1591104277","Tune in tonight, where we will be discussing all things #BlackLivesMatter as part of a special edition of 1Xtra Talks where we discuss George Floyd's tragic death with Seani B and DJ Ace https://t.co/XAqbuJ6tCx","ukblm",".","ASKING FOR PARTICIPATION","AMC"
"940",593,1267818270049964032,"1591106405","ICYMI: @CouncilmemberJG is with us too. #DefundThePolice #JusticeForGeorgeFloyd https://t.co/ev9A7NMiqU","BLMPhilly",".","DEMANDING DEFUNDING POLICE; DEMANDING JUSTICE","AMC"
"941",594,1267819104485793792,"1591106604","If you are attending his demo tomorrow please stay safe. Keep a safe distance as much as possible. MASK AND GLOVE UP. #BlackLivesMatter in the police and prison crisis. #BlackLivesMattter in the health crisis https://t.co/oT7J7yKULG","ukblm",".","ENCOURAGING PROTEST SAFETY","AMC"
"942",595,1267819569269231616,"1591106714","If you are attending any protest, please save this in your phone. Pass it on to anyone you know attending a protest. Write the one of the phone numbers on your arm. Stay safe #BlackLivesMatter #GeorgeFloyd https://t.co/1LKm41F1Uw","ukblm",".","ENCOURAGING PROTEST SAFETY; HONORING VICTIMS OF POLICE BRUTALITY","AMC"
"943",596,1267823704278351872,"1591107700","@EllaJae9 The protest on Hall road is not affiliated with an official BLM chapter","DetroitBLM",".","CLARIFYING ORGANIZATION AFFILIATION","AMC"
"944",597,1267830665061339136,"1591109360","If you would like to donate to us, you can do here https://t.co/jaET8jtkBU https://t.co/OTCqYQ4v8x","ukblm",".","ASKING FOR DONATION","AMC"
"945",598,1267851771860451328,"1591114392","Earlier today, the daily mail leaked the names + faces of the young organisers behind the #LDNBLM protests.
By doing this they have put two young black women at risk of harassment + intrusion of privacy. 
Solidarity with Aima and Tash. 
We’ve got your back.
#BlackLivesMatter https://t.co/FnzHLmWs0n","ukblm",".","CRITICIZING MEDIA COVERAGE; SUPPORTING ACTIVISTS","AMC"
"946",599,1267852576562831360,"1591114584","The daily mail and the british media have a history of harassing young activists, and young black women in particular. This isn't the first time this happens, and it is disgusting every time. #BoycottDailyMail","ukblm",".","CRITICIZING MEDIA COVERAGE; ENCOURAGING A BOYCOTT","AMC"
"947",600,1267873438586241024,"1591119558","Today, @joegalepa removed his klan hood long enough to write this letter. He's surprisingly more articulate than he looks. https://t.co/Y9z1R97hlB","BLMPhilly",".","CRITICIZING AN OFFICIAL","AMC"
"948",601,1267903559724683264,"1591126739","MUST WATCH. 

Big love for @4FrontProject 

👇🏿👇🏿 Support their work. 👇🏿👇🏿 https://t.co/8Zr8p0alH9","ukblm",".","ASKING FOR PARTICIPATION","AMC"
"949",602,1267921586662903808,"1591131037","This Thursday we’re blasting Jimmy Cliff’s the Harder they Come at 7pm to make some noise in support of @raceandhealth for those staying in their homes. 
Stay safe in solidarity with our black friends and family across the world.
🏠❤️✊🏾 https://t.co/HRQNIP0z6x","ukblm",".","ASKING FOR PARTICIPATION","AMC"
"950",603,1267963543170822144,"1591141040","#blackoutday #BlackLivesMatter #DefendBlackLife #DefundPolice https://t.co/TCc2xA3G1Y","DetroitBLM",".","DEMANDING DEFUNDING POLICE","AMC"
"951",604,1268028547597295616,"1591156539","Here’s a student led action calling for @Darrell_Clarke and @PHLCouncil  to reject @PhillyMayor’s budget. This is not our action. Have a safety plan and practice social distancing. #JusticeForGeorgeFloyd #DefundPPD https://t.co/QT8pMfsmhN","BLMPhilly",".","ENCOURAGING PROTEST SAFETY; DEMANDING JUSTICE; DEMANDING DEFUNDING POLICE","AMC"
"952",605,1268213805319938048,"1591200708","As BLMUK we have agreed that while we are not calling for protests, we will support people to protest in a way that is safe for them, as well as for our communities. We have put together some resources to keep focused on your health and your freedom. #HydeParkProtest","ukblm",".","SUPPORTING PROTESTS","AMC"
"953",606,1268213818129354752,"1591200711","Please take 2 mins to read through this legal advice. 
DO write down one of these phone numbers on your arm
DO contact @GBCLegal 
DO NOT accept a caution
DO NOT take a duty solicitor https://t.co/xA0TaTuM1e","ukblm",".","ENCOURAGING PROTEST SAFETY; OFFERING PROTEST INSTRUCTIONS","AMC"
"954",607,1268213820603891712,"1591200711","We have a duty to keep our elders &amp; vulnerable members of our community safe. We urge that those who take to the streets today do so safely. The report yesterday is a reminder that the racism of state institutions means it is up to us to look after ourselves and our communities.","ukblm",".","ENCOURAGING PROTEST SAFTEY","AMC"
"955",608,1268213823313522688,"1591200712","Remember that even if you don't show symptoms, you can still pass on the virus. So if you’ve been to a protest, you should self-isolate. At the very least do not visit anybody who is immunocompromised, elderly relatives or people who you know work in contact-facing jobs.","ukblm",".","ENCOURAGING PROTEST SAFETY","AMC"
"956",609,1268213825834225664,"1591200713","If you have to go to the shops, make sure to wear a mask, so as not to contaminate that auntie you bump into in aisle 5. If you don’t have a mask, use a scarf or make one from a sock. Take responsibility.
#ProtectBlackLives","ukblm",".","ENCOURAGING PROTEST SAFETY","AMC"
"957",610,1268213828950601728,"1591200713","Make sure to practice proper aftercare to avoid the spread of the virus. Not take public transport unless we have to, wear masks etc. When you get home take off your protest clothes and wash etc. 
We’re in it for the long run so let’s keep each other safe. 
#BlackLivesMatter","ukblm",".","ENCOURAGING PROTEST SAFETY","AMC"
"958",611,1268264330941861888,"1591212754","@drewbrees is a HOF QB. He just doesn't understand racial equity or the civil rights movement. Taking a knee isn't disrespectful to the military, it's the type of protest we need. Were Tommie Smith &amp; John Carlos wrong? #BlackLivesMatter #DefendBlackLife @Kaepernick7 @ESPNNFL @NFL","DetroitBLM",".","SUPPORTING PEACEFUL PROTEST","AMC"
"959",612,1268322007009169408,"1591226505","Help support Philly protesters by donating to @UpAgainstTheLaw They are showing up on the ground supporting folk, tracking arrests, and connecting folk to bail funds and legal help.
#FREEOURPEOPLE https://t.co/U6X1AAlE9x","BLMPhilly",".","ASKING FOR DONATION","AMC"
"960",613,1268328111340478464,"1591227960","Same! https://t.co/bfKTLSydJF","BLMPhilly",".",NA,"AMC"
"961",614,1268348910747242496,"1591232919","Join us Friday #BLMgary
Gary Stand Up! Rally for Justice
This Friday June 5th @ 12 Noon, Gary City Hall
Please share: https://t.co/vKA0m1Ctjn

#GaryIN #garyindiana #nwi #nwindiana https://t.co/PDW0rJiesI","BLMGary",".","INVITING TO PROTEST","AMC"
"962",615,1268452649197875200,"1591257652","Support black lives in Britain. #freesiyanda - a black woman in Cardiff who defended herself from a racist attack, and ended up in prison #BlackLivesMattterUK https://t.co/Dl770iIOPq","ukblm",".","GARNERING SUPPORT FOR A BLACK PERSON","AMC"
"963",616,1268523002955735040,"1591274426","Not normally about that petition life, but it’s good to see people connecting dots and calling out the UK as one of the leading arms manufacturer. Can’t be saying #blacklivesmatter if you’re ok with your government selling the bullets that kill our family. https://t.co/0PGkFaOG4j","ukblm",".","CRITICIZING STATE VIOLENCE","AMC"
"964",617,1268523005413675008,"1591274427","Check out @CAATuk and @londoncaat to know more about campaigns against the arms trade.","ukblm",".","EDUCATING ON CAMPAIGNS AGAINST ARMS TRADE","AMC"
"965",618,1268543361855741952,"1591279280","Racist censorship of vital information: The government removed a key section from Public Health England’s review of the relative risk of covid-19 to black communities in Britain https://t.co/wQSqrAecRg","ukblm",".","REPORTING ON RACIST CENSORSHIP","AMC"
"966",619,1268603736626257920,"1591293674","Join us now. 
#BlackLivesMattterUK #racismandhealth https://t.co/jbwKvf4sN6","ukblm",".","ASKING FOR PARTICIPATION","AMC"
"967",620,1268607069659312128,"1591294469","Big up @KemetFM and all the radio stations who played #thehardertheycome at 7pm. 
#BlackLivesMatterUK #racismandhealth 
🖤🖤🖤🖤🖤

Tag us in your videos family","ukblm",".","APPRECIATING MOVEMENT SUPPORT","AMC"
"968",621,1268611465163898880,"1591295517","@WanjiKelbert @raceandhealth 🥰🥰","ukblm",".",NA,"AMC"
"969",622,1268622734264725504,"1591298204","Big up Dr Rose Thompson, national cancer expert and health professional based in Notts serving the UK 💛 and big love to our shielding family 💛 

#thehardertheycome #heroes @raceandhealth https://t.co/faQgqWwR8j","ukblm",".","HIGHLIGHTING A HERO","AMC"
"970",623,1268629084919205888,"1591299718","If you need some uplifting and cute content head over to our IG page. We’ve been flooded with #thehardertheycome videos 🥰🥰 https://t.co/Q1Q2eAa3Mz","ukblm",".","ASKING FOR PARTICIPATION","AMC"
"971",624,1268631208432459776,"1591300224","Rest in power, beautiful. #BlackLivesMatter #GeorgeFloyd https://t.co/smqgHQYcEL","DetroitBLM",".","HONORING A POLICE BRUTALITY VICTIM","AMC"
"972",625,1268807939499884544,"1591342360","Watch this. And then watch it again. 
Thanks @MelzDot for holding it down and speaking your truth. https://t.co/6JdRmtycnd","ukblm",".","ASKING FOR PARTICIPATION","AMC"
"973",626,1268827541130919936,"1591347034","There is an online training happening at 6.30pm. If you are thinking of trending a protest this weekend please consider attending.  #BLMLDN #BlackLivesMatterUK 
https://t.co/6vygsWr4GD","ukblm",".","OFFERING PROTEST TRAINING; ASKING FOR PARTICIPATION","AMC"
"974",627,1268950492597702656,"1591376348","#BlackLivesMatter #DefendBlackLife #WeAreDoneDying #BLMDetroit https://t.co/z0HKws6KLd","DetroitBLM",".","SUPPORTING THE MOVEMENT","AMC"
"975",628,1268969628698644480,"1591380910","Movement for Black Lives Virtual Rally https://t.co/OJ46gvVfc2 via @FacebookWatch","BLMLansing",".","ASKING FOR PARTICIPATION","AMC"
"976",629,1268980662566105088,"1591383541","It’s raining but we can still take a moment... https://t.co/o4rXFS9bUj","blm_memphis",".",NA,"AMC"
"977",630,1268988107044593664,"1591385316","Attend our first virtual event this Juneteenth and #KnowYourRights #BlackLivesMatter #WeAreDoneDying #DefendBlackLife 
https://t.co/1segAYl0d6 https://t.co/wVxB3pr8Uf","DetroitBLM",".","ASKING FOR PARTICIPATION","AMC"
"978",631,1269045757971173376,"1591399061","Yes yes @aliyahhasinah 🔥🔥🔥 https://t.co/6AQntGvZtx","ukblm",".",NA,"AMC"
"979",632,1269177212957229056,"1591430402","🚨 MANCHESTER FAMILY 🚨

Read up and stay safe. https://t.co/7r7hMm3VKB","ukblm",".","ENCOURAGING SAFETY","AMC"
"980",633,1269196203926962176,"1591434930","Black lives matter for all Black lives.

All forms of oppression are interrelated, you cannot be for Black lives if you do not emphatically support the cause for Black queer lives, Black trans lives, the lives of Black women and so on. 
#BlackLivesMatterUK #blacklivesmatter","ukblm",".","ADVOCATING FOR INTERSECTIONALITY","AMC"
"981",634,1269196242539679744,"1591434939","We are are deeply saddened to hear that at one of the recent BLM marches a Black gay man was verbally attacked, we write this statement in firm solidarty with him and with every other marginalised Black person that may ever feel on the fringes of our community.","ukblm",".","ADVOCATING FOR INTERSECTIONALITY","AMC"
"982",635,1269196246318751744,"1591434940","We need our Black community to understand and challenge our own participation in the oppression of multiply-marginalised Black people. 

BLMUK is a very diverse team and we would like to make it clear that we are here for the liberation of ALL Black people.","ukblm",".","ADVOCATING FOR INTERSECTIONALITY","AMC"
"983",636,1269196249502298112,"1591434941","We ask that people are respectful in all campaigns, events, protests and online and offline interactions that use #BlackLivesMatter. We ask that everyone fighting for Black lives takes note of this statement and uses it in their own organising.","ukblm",".","ASKING FOR RESPECT AT PROTESTS","AMC"
"984",637,1269196255915315200,"1591434942","It’s important for us to understand the diversity of Blackness and to protect, support and accept all of our Black family. We will not tolerate any oppressive behaviour, abuse or hate within our spaces or on our platforms.","ukblm",".","ADVOCATING FOR INTERSECTIONALITY","AMC"
"985",638,1269196259019100160,"1591434943","This includes but is not limited to, homophobia, lesbophobia, biphobia, queerphobia, transphobia, sexism, misogyny, misogynoir, enbyphobia, ableism, racism, anti-Blackness, islamophobia, whorephobia, ageism, fatphobia, eugenics, discrimination, stereotypes ...","ukblm",".","ADVOCATING FOR INTERSECTIONALITY","AMC"
"986",639,1269196261485424640,"1591434943","stigmatisation of HIV, stigmatisation of addiction etc. We won’t tolerate verbal or physical abuse, bullying or attacks.

We need to protect, uplift &amp; platform our marginalised Black fam. 

Marginalised Black fam consistently show up for us all &amp; we need to show up for them too!","ukblm",".","ADVOCATING FOR INTERSECTIONALITY","AMC"
"987",640,1269196264173973504,"1591434944","If you are organising events or running platforms, please make sure you include safer spaces policies/ safety contacts/ statements on inclusivity so that you can ensure that your events are safe","ukblm",".","ADVOCATING FOR INTERSECTIONALITY","AMC"
"988",641,1269196266736701440,"1591434945","and that people know to challenge, remove and hold accountable any disruptive, violent and oppressive behaviour. If you are struggling with finding ways to implement inclusivity policies, reach out.","ukblm",".","ADVOCATING FOR INTERSECTIONALITY","AMC"
"989",642,1269196269903384576,"1591434945","There are many people supporting the movement who work in supporting groups with inclusivity and conflict resolution who may be able to help out! #allblacklivesmatter","ukblm",".","ADVOCATING FOR INTERSECTIONALITY","AMC"
"990",643,1269201393627381760,"1591436167","Appendix:

A resource to begin thinking about the complexities within the Black community and how expansively we need to think in order to truly and holistically say that Black Lives Matter.","ukblm",".","EDUCATING ON INTERSECTIONALITY","AMC"
"991",644,1269201417568468992,"1591436173","We stand with these Black communities.
(Including but not limited to)

 LGBTQIA+ community
Inclusive of trans, gender-diverse, non-binary, intersex, non-Western gender, queer, gay, lesbian, bi, pan and all other groups and identities under the LGBTQIA+ umbrella.","ukblm",".","SUPPORTING LGBTQIA+ PEOPLE","AMC"
"992",645,1269201422756777984,"1591436174","Women and Non-Binary people
Inclusive of cisgender women, trans and demi groups.                         Disabled community
Inclusive of audio, visual, speech, physical, ‘invisible’, mental and neurodivergent groups who may fall under the disabled and non-neurotypical umbrellas.","ukblm",".","SUPPORTING MARGINALIZED PEOPLE","AMC"
"993",646,1269201427794198528,"1591436175","Migrant, asylum seeker, refugee and undocumented &amp; those in detention
 
Muslim community

Sex working community

Working class community
Intergenerational community of all ages
Inclusive of elders and youngers and everyone in between.

HIV+ community

Fat and plus size community","ukblm",".","SUPPORTING MARGINALIZED PEOPLE","AMC"
"994",647,1269234807730470912,"1591444134","Hi @AmberRoseGill @JohnBoyega @JmeBBK @KreptandKonan @Palomafaith @claraamfo @HardyCaprio @Novelist @OfficialChip 

Can you RT to make sure anyone heading over to the protests stay safe? 🙏🏾

#blacklivesmatter #BlackLivesMatterUK https://t.co/71KJBTrznc","ukblm",".","ENCOURAGING PROTEST SAFETY","AMC"
"995",648,1269234815410343936,"1591444135","‼️URGENT‼️

📲 SCREENSHOT this guidance + free legal advice contact details.

📡 SHARE with everyone attending #BlackLivesMatterUK #blmuk protests this weekend. 

Stay safe family. Look after each other. https://t.co/PWF2vZ9dTW","ukblm",".","ENCOURAGING PROTEST SAFETY","AMC"
"996",649,1269234818002423808,"1591444136","Top tips if you’re protesting this weekend:

✅write down one of these numbers on your arm
✅ contact @GBCLegal if you or your fam is arrested/harassed by police
✅wear a mask
❌ never accept a caution
❌ never accept a duty solicitor 
❌don’t touch your face","ukblm",".","OFFERING PROTEST INSTRUCTIONS; ENCOURAGING PROTEST SAFETY","AMC"
