,Tweet.Id,Datetime,Text,Username,Demand(Y/N),Process_Code,Coder,
2767,1269764744853852160,2020-06-07 22:54:40,"Bravo to Senate candidates @RoyceWestTX and @mjhegar for discussing #reparations. In the face of widespread protest of racial injustice, we need elected officials with bold vision for how to heal centuries of harm. 
https://t.co/hipxuy9RAH",ReparationsFund,.,DEMANDING REPARATIONS; THANKING SUPPORTIVE POLITICIANS,AMC,
2768,1269766502070185984,2020-06-07 23:01:39,"Thank you @Trevornoah for using your platform to break down the reasons for #reparations in the face of other injustices. This country owes many debts, and reparations for the consequences of slavery are critical priority.  https://t.co/Um5SkmL5MT",ReparationsFund,.,DEMANDING REPARATIONS; THANKING  A SUPPORTIVE CELEBRITY ,AMC,
2769,1269811320624480256,2020-06-08 1:59:45,Shoutout to @mikeahugley for this AWESOME branding! https://t.co/WFdyivg9yc,OrganizingBlack,.,NA,AMC,
2770,1269812877373865984,2020-06-08 2:05:56,We ready! We coming! #DefundBPD #DefundThePolice https://t.co/se1PbxM85H,OrganizingBlack,.,NA,AMC,
2771,1269833119164743680,2020-06-08 3:26:22,I thought I was dreaming https://t.co/Rkn31Zk08x,OrganizingBlack,.,NA,AMC,
2772,1269928117054910464,2020-06-08 9:43:51,We have nothing to lose but our chains. https://t.co/RNKIDHfnJt,OrganizingBlack,.,CALLING TO ACTION,AMC,its a bit difficult to code for these kinds of metaphorical inspiring statements which appear sometimes
2773,1269929579436703744,2020-06-08 9:49:40,🗣Baltimore y’all here that #DefundBPD https://t.co/vUWVabRs1a,OrganizingBlack,.,NA,AMC,
2774,1269931707152642048,2020-06-08 9:58:07,We gotta stop tweeting when we first wake up the typos 😅,OrganizingBlack,.,NA,AMC,
2775,1269939225702604800,2020-06-08 10:28:00,What a beautiful day to #DefundBPD &amp; #DefendBlackLife https://t.co/sgzIutyBol,OrganizingBlack,.,DEMANDING DEFUNDING POLICE,AMC,
2776,1269943817425367040,2020-06-08 10:46:15,@driveakompressr We ready......We coming,OrganizingBlack,.,NA,AMC,
2777,1269955230973734912,2020-06-08 11:31:36,"The Work After Our Rage - 'Let’s move to investigating &amp; dismantling the set of state &amp; cultural arrangements that produce black death.' 

Our ASSIGNMENTS from @ds4si  

Read &amp; let's get to work: 
https://t.co/hGtAS3Gn95",ProjectSouth,.,EDUCATING ON BLACK MORTALITY,AMC,
2778,1269956532139106304,2020-06-08 11:36:46,"What happens after George Floyd? California looks to reparations
https://t.co/GI7icb4EFe",ReparationsComm,.,EDUCATING ON REPARATIONS,AMC,
2779,1269991882077212672,2020-06-08 13:57:14,If you need reasons about why we want to #DefundBPD and eventually Abolish it look no further then right here. https://t.co/P7NBChSYOt,OrganizingBlack,.,PROVIDING EVIDENCE FOR ABOLISHING POLICE ,AMC,
2780,1269999604893974528,2020-06-08 14:27:55,"We are in awe and grateful to the folks out in the streets with us and those doing education and organizing in their communities. We need you to keep being in it. We have work to do today and many days, good people. Let’s create that beloved community together! #BlackLivesMatter https://t.co/ZaPtREj8XS",SisterSong_WOC,.,HONORING ORGANIZERS AND EDUCATORS IN THE COMMUNITY,AMC,
2781,1270004660284391424,2020-06-08 14:48:01,"Vantage Point: COVID-19, Police Murders and the State of Black America
https://t.co/q6eMOecfWr",ReparationsComm,.,EDUCATING ON POLICE VIOLENCE DURING COVID,AMC,
2782,1270011244125335552,2020-06-08 15:14:10,✴️✴️ Este miércoles en VIVO en Facebook! Acompáñenos en esta conversación internacional con Jacinta Gonzalez de Mijente. Transmisión en https://t.co/Ij1MvFQMKq https://t.co/DKIHxCtYlB,ConMijente,.,NA,AMC,foreign langugage
2783,1270012808894328832,2020-06-08 15:20:23,@StarrySeaWitch Bmore_radical on ig,OrganizingBlack,.,NA,AMC,
2784,1270019034277228544,2020-06-08 15:45:08,"A great piece about a movement that is indeed gaining momentum. Thank you @latimes @AttorneyDamario #Reparations &amp; #ReparationsNOW! #BlackLivesMatter 

https://t.co/0muQ3phMoC",ReparationsFund,.,NA,AMC,
2785,1270023392809357312,2020-06-08 16:02:27,"The LA Police Department was set to have an annual budget of $1.86 billion, including increases for new police bonuses. 

Once activists rallied outside of his home last week, @MayorOfLA moved to #DefundthePolice by $100-$150 million. #PeoplesBudgetLA https://t.co/SCPQSbUg8a",Justice_Collab,.,SHARING A POLICE DEFUNIDNG SUCCESS STORY,AMC,
2786,1270025814634102784,2020-06-08 16:12:04,"Are you a grant writing whiz kid with a passion for creating truly just and equitable communities? Do you know someone who is? We are looking for a Senior Grant Writer! Please share, and apply by June 19th! More info here: https://t.co/jjiR14X94U https://t.co/4sZqlvo1CW",justcitydetroit,.,POSTING A JOB OFFER,AMC,
2787,1270030046774910976,2020-06-08 16:28:53,Listen to little sis...and then commit to take action.  #RJ4BlackLives https://t.co/Sr6y3MhGye,SisterSong_WOC,.,NA,AMC,
2788,1270043205145374720,2020-06-08 17:21:11,Hey y’all our website https://t.co/j3EGmSf2Wd is live.,OrganizingBlack,.,POSTING A WEBSITE,AMC,
2789,1270047414083297280,2020-06-08 17:37:54,@SaaunB Listen fam it’s bad,OrganizingBlack,.,NA,AMC,
2790,1270047677888163840,2020-06-08 17:38:57,"“Big companies need to stop working with police &amp; Immigration Customs Enforcement (ICE). Each of these contracts serves to support these agencies to terrorize Black and Brown people, and they need to cancel these contracts effective immediately,” said Jacinta Gonzalez, Mijente https://t.co/GyeJ1l75cX",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2791,1270048374629244928,2020-06-08 17:41:43,@SaaunB @Cal4Justice 😂😂😂,OrganizingBlack,.,NA,AMC,
2792,1270048505915011072,2020-06-08 17:42:14,All of this. https://t.co/T2JkqegEbv,ConMijente,.,NA,AMC,
2793,1270053402844647424,2020-06-08 18:01:42,"LIVE NOW: Pittsburgh Mayor @BillPeduto joins 'The Briefing' to discuss how his administration is addressing excessive force and police violence. #ForwardTogether 

Stream at 2 ET/11 PT via @theappeal, hosted by @GalvinAlmanza. https://t.co/nUvTKDBfmq",Justice_Collab,.,POSTING PRESS BRIEFING WITH A MAYOR,AMC,
2794,1270053786728517632,2020-06-08 18:03:13,"""@AliciaMenendez talks to @rosaclemente and @marisa_franco, co-founder of Mijente, about anti-blackness in Latino cultures, the colonization of identity, and what we must each do right now to make lasting change possible"" on the podcast @latinatolatina 
https://t.co/7XHTparA5q",ConMijente,.,ASKING FOR PARTICIPATION; EDUCATING ON HOW TO MAKE CHANGE,AMC,
2795,1270055486147026944,2020-06-08 18:09:59,"Amazon takes 100s of millions from police, prisons and ICE. Their cloud business AWS brought in $35 billion last year.

When we talk about defunding the police &amp; abolishing ICE, tech and data is a HUGE part.

We need to rip apart these contracts &amp; invest in communities instead. https://t.co/vVAyvSyqEq",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2796,1270058500207423488,2020-06-08 18:21:57,"Many people in Minneapolis have never felt safe calling the police. 

We all deserve better first responders. Community-led safety includes mediators, social workers, and medical professionals. #ThePathForward #DefundThePolice https://t.co/vNxPU9LZ8v",Justice_Collab,.,PROPOSING LAW ENFORCEMENT ALTERNATIVES; CRITICIZING MINNEAPOLIS POLICE,AMC,
2797,1270061066903486464,2020-06-08 18:32:09,"We will #SAYHERNAME and not only demand justice, but work to dismantle every damn system that harms and dehumanizes Black women and girls. https://t.co/NF4qTIhmOy",SisterSong_WOC,.,HONORING BLACK WOMEN; PROMISING TO PROTECT BLACK WOMEN,AMC,
2798,1270062798098386944,2020-06-08 18:39:02,"Thank you @ishotbaltimore for this amazing coverage. And thank you @baltbeat!
https://t.co/1xi1ojGvMu",JusticeSupport1,.,THANKING MEDIA SOURCE FOR GOOD COVERAGE,AMC,
2799,1270067512642805760,2020-06-08 18:57:46,"In the last TWO WEEKS alone, police have MURDERED 

George Floyd, David McAtee, Jorge Gomez, Sean Monterrosa, Erik Salgado

&amp; more who haven't received the same coverage, on top of countless others who have been brutalized by police in our own communities.

#DefundThePolice ¡YA!",ConMijente,.,DISCUSSING RECENT POLICE MURDERS; ANTAGONIZING THE POLICE,AMC,
2800,1270069673229459456,2020-06-08 19:06:21,"Divest (Defund) from BPD.
We demand an immediate divestment from the Baltimore Police Department. BPD has continued to fail while their budget continues to grow. We say no more!
#defundbpd #defundthepolice https://t.co/IEEgQoSXcu",OrganizingBlack,.,DEMANDING DEFUNDING POLICE,AMC,
2801,1270069899151446016,2020-06-08 19:07:15,"If you are looking for some reasons for divestment, here are a few: 1. Police do not keep us safe 2. Policing was established to maintain white supremacy 3. Policing diverts $ from education, health, recs and parks and other programs that would improve communities #defundbpd",OrganizingBlack,.,JUSTIFYING DEFUNDING POLICE,AMC,
2802,1270070155855437824,2020-06-08 19:08:16,"If you agree money should be divested from BPD and invest into programs like health &amp; education, send an email or call: @baltimorebudget
@CouncilmanETC
@leonfpinkett
@CCMiddleton6
@VoteMcCray 
@CouncilmanYitzy 
@Sneed4Baltimore 
@billforbmore #DefundThePolice #defundbpd",OrganizingBlack,.,ASKING PEOPLE TO CONTACT THEIR OFFICIALS,AMC,
2803,1270070336512499712,2020-06-08 19:08:59,@DomoWarren It’s that imagination we want to fund while supporting those that already have ideas we know they already exist in Baltimore.,OrganizingBlack,.,NA,AMC,
2804,1270074983134294016,2020-06-08 19:27:27,"Later today on 'The Briefing': How the #Minneapolis city council plans to disband the police.

4PM ET / 3PM CT
LIVE: @theappeal 
Hosted by @jduffyrice https://t.co/83n2lOluNv https://t.co/qA75nh30I7",Justice_Collab,.,ASKING FOR PARTICIPATION; EDUCATING ON DISBANDING THE POLICE,AMC,
2805,1270077870740770816,2020-06-08 19:38:55,@notrivia Damn,OrganizingBlack,.,NA,AMC,
2806,1270079831401811968,2020-06-08 19:46:43,Keep it going https://t.co/RQW6BpZIJT,OrganizingBlack,.,NA,AMC,
2807,1270083739998093312,2020-06-08 20:02:15,"CLLCTIVLY has awarded over 40 microgrants ranging from $500 to $1K to black-led businesses &amp; organizations across the city.  https://t.co/TMhju6G6N1 
@BaltSunBrk @jadapsmith @carmeloanthony @rwinbush @AfricanaCarr @proctorconf @therealbakari @Colorlines @blackvoices",CLLCTIVLY,.,ANNOUNCING GRANTS TO BLACK-LED BUSINESSES,AMC,
2808,1270095582036496384,2020-06-08 20:49:18,"""Does Jeff Bezos actually want racists &amp; racist institutions to spend their money elsewhere, or just ones that call him a piece of shit personally?""

#NoTechForICE
#NoDataForICE

https://t.co/keR8z0JBit v @BryanDisagrees",ConMijente,.,CRITICIZING JEFF BEZOS,AMC,
2809,1270099983090372608,2020-06-08 21:06:47,"Ways to get involved in #Atlanta: 
@BLMAtlanta https://t.co/xOtypCLBlK",Justice_Collab,.,EDUCATING ON WAYS TO GET INVOLVED IN THE MOVEMENT,AMC,
2810,1270103655765729280,2020-06-08 21:21:23,@jbrownedianis Thanks fam ✊🏾,OrganizingBlack,.,NA,AMC,
2811,1270104019390705664,2020-06-08 21:22:50,".@thomsonreuters, we see you. 

We see the millions of dollars you take from police in Minnesota &amp; elsewhere to do surveillance on Black and Brown people. We see the work you do with ICE to rip apart families.

We're sick and tired of these bullshit statements. https://t.co/L8RCPi20bE",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2812,1270116137552891904,2020-06-08 22:10:59,"City council members all over the country are considering policies to #DefundPolice and prevent further militarization.

The latest example out of Philly, thanks to leadership by @Darrell_Clarke, @CouncilmemberKJ,  @HelenGymAtLarge, @CouncilmemberJG, @MariaQSanchez, &amp; many more: https://t.co/NIeFAsgLkv",Justice_Collab,.,SHARING AN EXAMPLE OF DEFUNDING THE POLICE,AMC,
2813,1270118421024452608,2020-06-08 22:20:03,"Critics of defunding ask, who will protect women against domestic abuse and sexual violence if not the police? 

Beneath this question lies a faulty assumption―that police, as they are currently constituted, are equipped to protect women from abuse. https://t.co/dbSZ6po3MO",Justice_Collab,.,DISCUSSING LACK OF POLICE RESPONSE TO SEXUAL ABUSE,AMC,
2814,1270127731838197760,2020-06-08 22:57:03,@Teressa_Raiford @splcenter @NLGnews @ACLU Same in St. Louis since 2014,handsupunited_,.,NA,AMC,
2815,1270128059660808192,2020-06-08 22:58:21,@T_DUBB_O @LydaKrewson That’s definitely reality it’s been happening in cities around the country who aren’t lodged in the 1940s.,handsupunited_,.,NA,AMC,
2816,1270146053237547008,2020-06-09 0:09:51,@50ShadesofKellz @LisaMcCray LMFAOOOOOOOOOOOOOOOO😭😭😭😭😭😭,OrganizingBlack,.,NA,AMC,
2817,1270146146267267072,2020-06-09 0:10:14,👇🏾👇🏾👇🏾👇🏾 https://t.co/W4edDsq1cv,OrganizingBlack,.,NA,AMC,
2818,1270177779309522944,2020-06-09 2:15:56,"To witness the pain of your lived experiences-horrific realities of systemic racism, injustice &amp; police brutality-blow up like the latest media trend, only to die down again &amp; be forgotten, is traumatic. This time has to be different. https://t.co/m9iFMru1dr",SisterSong_WOC,.,DISCUSSING THE PAIN OF UNCHANGED POLICE BRUTALITY ,AMC,
2819,1270186552472285184,2020-06-09 2:50:47,Preach! 🙌🏾 https://t.co/UOyQyyQ1zP,SisterSong_WOC,.,NA,AMC,
2820,1270318621592621056,2020-06-09 11:35:35,"SHOW SUPPORT WEDNESDAY! 

The city voted to close the Atlanta City Detention Center last year, yet still has $18 million budgeted for it in 2021. It’s time for the city to demolish it for good &amp; follow through on the promise to repurpose it into a Center for Wellness &amp; Freedom. https://t.co/piZTKX0FJu",ProjectSouth,.,DEMANDING DEFUNDING A DETENTION CENTER,AMC,
2821,1270347588517199872,2020-06-09 13:30:41,"Orona Prieto is 1 of 4 undocumented people who were turned over to ICE after they were arrested Saturday. Because of the new arrests, they risk losing their DACA status and could be deported. #Phoenix #AbolishICE

https://t.co/sw6r3SKTCA",ConMijente,.,SHARING A TRAGIC ICE DETAINMENT STORY,AMC,
2822,1270347876980477952,2020-06-09 13:31:50,"Here is what we, @OrganizingBlack, envision! 

Values read by our ED! https://t.co/yo1vUgWUgJ",OrganizingBlack,.,SHARING A VISION OF THE FUTURE,AMC,
2823,1270348450849267712,2020-06-09 13:34:07,The Anoka County Sheriff’s Lt. Andy Knotz said deputies were following directions from the state-led Multiagency Command Center. #DefundPolice https://t.co/BBpOJU6GEh,Justice_Collab,.,REPORTING ON POLICE JUSTIFICATION FOR VIOLENCE,AMC,
2824,1270355534705840128,2020-06-09 14:02:16,"As George Floyd's family lays him to rest, we send them love. We hope they can find solace in their memories of him. We pledge to never stop fighting for every person taken from their loved ones by state violence and weaponized white supremacy. We will not forget you, George. https://t.co/JtO4pjh5Js",SisterSong_WOC,.,HONORING A VICTIM OF POLICE BRUTALITY; PROMISING TO FIGHT FOR JUSTICE,AMC,
2825,1270368408509399040,2020-06-09 14:53:25,"“It is opportunistic of Amazon to use this moment to make empty &amp; hypocritical statements when it is simultaneously building the backbone for many police departments across the country,” said Jacinta Gonzalez of Mijente in conversation w/@kari_paul 

https://t.co/2Toq1ffQVG",ConMijente,.,CRITICIZING AMAZON FOR HYPOCRISY; CRITICIZING AMAZON FOR COLLABORATION WITH LAW ENFORCEMENT,AMC,
2826,1270368410275217408,2020-06-09 14:53:25,"“The company perpetuates policies and technologies that are clearly targeting and harming black and brown communities,”

These statements mean nothing if Amazon continues its commercial partnerships with police forces across the US.",ConMijente,.,CRITICIZING AMAZON FOR WORKING WITH LAW ENFORCEMENT,AMC,
2827,1270371045493612544,2020-06-09 15:03:54,"22 year old Bernardo Palacios-Carbajal presente.

""They didn't have to kill him. They didn't have to shoot him so many times. He was running. He was scared. He would still be here."" said his sister, Elsa Karina Palacios   https://t.co/tErbR3Bbys",ConMijente,.,SHARING A POLICE BRUTALITY  STORY,AMC,
2828,1270379715883339776,2020-06-09 15:38:21,"It’s Primary #ElectionDay in GA! As voters line the parking lot and sidewalk to exercise their right to representation, we’re #COVID19 testing until 4 p.m.! (Louise Whatley Library at Southeast; and Cleveland Ave Branch Library)

FREE &amp; OPEN TO ALL! 
No appointment needed. https://t.co/armgZk74Bu",ProjectSouth,.,OFFERING FREE COVID TESTING,AMC,
2829,1270385586709442560,2020-06-09 16:01:41,"We demand 50% of BPD’s 2020 operating budget to be invested in Baltimore’s Black Communities. $268,188,238 needs to be invested in infrastructure, healthcare, education, housing, and other social services. Our communities deserve investment.  #DefundBPD https://t.co/47a904jrGO",OrganizingBlack,.,DEMANDING DEFUNDING POLICE; DEMANDING FUNDING BLACK COMMUNITIES,AMC,
2830,1270385909960257536,2020-06-09 16:02:58,"Mijente is an explicitly pro-Black organization, we are upping the ante in defense of Black lives. Join us this Wed 6/10, 8pm EST to talk about what's needed from all Latinxs in this moment! Register here https://t.co/N91nUEoDiE! #BlackLivesMatter https://t.co/en5uxzg8Vl",ConMijente,.,ASKING FOR PARTICIPATION; DISCUSSING BLACK LATINX SOLIDARITY ,AMC,
2831,1270397831602454528,2020-06-09 16:50:20,"To make this demand, call 410-396-4900

send an email or call: @baltimorebudget
@CouncilmanETC
@leonfpinkett
@CCMiddleton6
@VoteMcCray 
@CouncilmanYitzy 
@Sneed4Baltimore 
@billforbmore 
Also call your city council representative 
#DefundThePolice #defundbpd",OrganizingBlack,.,ENCOURAGING PEOPLE TO CONTACT THEIR OFFICIALS,AMC,
2832,1270401493439414272,2020-06-09 17:04:53,"🚨 NEWS 🚨

The Oxford Computer Society, the main student group for computer science, has DROPPED Palantir as a sponsor.

The group will have no involvement w/Palantir going forward—no funding, no recruiting events—after hearing about their work for ICE, policing.

#NoTechforICE https://t.co/gAu6vlek9d",ConMijente,.,ANNOUNCING REJECTION OF COMPANY THAT WORKS WITH LAW ENFORCEMENT,AMC,
2833,1270401495570067456,2020-06-09 17:04:54,"Palantir used to be a gold sponsor &amp; the group used to take £5,000+ from Palantir per year &amp; let them host recruitment events, talks, even paintball fights w/students.

But some Oxford students who knew about our campaign &amp; Palantir's work informed the society. Now, they're gone.",ConMijente,.,DISCUSSING REJECTION OF COMPANY THAT WORKS WITH LAW ENFORCEMENT,AMC,
2834,1270401496509644800,2020-06-09 17:04:54,"Oxford now joins computer science groups at Duke (HackDuke) &amp; Yale (Yale Hack), plus Brown University as a whole, in dropping Palantir.

Not to mention Grace Hopper, Lesbians Who Tech, &amp; the Privacy Law Scholars Conference, which cut ties.

It's growing.
https://t.co/DE9bOSkHJi",ConMijente,.,DISCUSSING REJECTION OF COMPANY THAT WORKS WITH LAW ENFORCEMENT,AMC,
2835,1270401497692467200,2020-06-09 17:04:54,"Students are holding down so much for this campaign. More than 3,500 in the US &amp; UK pledged not to work at Palantir b/c of their support for ICE.

They've stopped recruiters on campus, protested outside headquarters, &amp; led an international day of action.
https://t.co/CnlvcpBSa8",ConMijente,.,DISCUSSING REJECTION OF COMPANY THAT WORKS WITH LAW ENFORCEMENT,AMC,
2836,1270401498917122048,2020-06-09 17:04:54,"Palantir must stop working for ICE &amp; the police. The company has been contracting w/police depts. for years. Abolishing policing &amp; ICE means cutting corporate support.

If your institution has any ties w/the company, now is the time to cut them.

#NoTechforICE",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2837,1270402719333748736,2020-06-09 17:09:45,@DGlendening https://t.co/9wC1NhZWak,C_Resistance,.,NA,AMC,
2838,1270407975941713920,2020-06-09 17:30:39,"“Her exclusion is latest iteration of a longstanding issue: Black women’s experiences of police brutality &amp; tireless contributions to social justice movements have almost always been left out of the picture, receiving far less attention.” https://t.co/kvu3THAmMD #SayHerName",SisterSong_WOC,.,DISCUSSING THE DISREGARD FOR BLACK FEMALE POLICE BRUTALITY VICTIMS,AMC,
2839,1270408831114379264,2020-06-09 17:34:03,"@FWHC @LogophilicMind @SafeSpacesDC @MomsRising @MIWNV @NLGnews Thank you. We are grateful for your support.  Be well and take care, so we can keep fighting together for justice.",SisterSong_WOC,.,NA,AMC,
2840,1270409788740911104,2020-06-09 17:37:51,"🚨ACTION ALERT 🚨

We need YOU to email Peter Berg, ICE field office director for MN &amp; demand Jesus 'Beto' Alberto Lopez Gutierrez be released. 

Beto, a member of @OCAD_CHI, has been RE-DETAINED while he awaits his DACA decision. 

https://t.co/23XyR7kwy6",ConMijente,.,ENCOURAGING PEOPLE TO CONTACT THEIR OFFICIALS,AMC,
2841,1270409790116642816,2020-06-09 17:37:51,"When Beto was first detained his community organized for 9 month to secure his release at the end of Feb. Since his release, Beto has filed an application to renew his DACA. Even though that decision is still pending, he was taken into custody by ICE this morning at his check-in.",ConMijente,.,SHARING A TRAGIC ICE DETAINMENT STORY,AMC,
2842,1270409791240671232,2020-06-09 17:37:51,"Join us in demanding that Peter Berg release Beto NOW! 

https://t.co/23XyR7kwy6",ConMijente,.,ENCOURAGING PEOPLE TO CONTACT THEIR OFFICIALS; DEMANDING THE RELEASE OF A PRISONER,AMC,
2843,1270431518922432512,2020-06-09 19:04:12,"The @AtxJustice wants $100 million of a $400 million budget cut this year and city council members want more.

“Austin is poised, I believe, in every way to do what it takes to root out institutional racism in all aspects of our lives,” said @MayorAdler
https://t.co/rj1KGwnSle",Justice_Collab,.,ANNOUNCING CITY PLANS TO DEFUND POLICE,AMC,
2844,1270433512802275328,2020-06-09 19:12:07,"@CJPalazzolo @Darrell_Clarke @CouncilmemberKJ @HelenGymAtLarge @CouncilmemberJG @MariaQSanchez The most fitting term is #DefundPolice. Militarization is just one aspect of law enforcement that is broken. Police were problematic far before they had body armor + tanks and would remain so without them.

Organizers have wisely urged this for years. Following their lead is key.",Justice_Collab,.,DEMANDING DEFUNDING POLICE,AMC,
2845,1270437393426870272,2020-06-09 19:27:32,"Palantir, tech company who helps ICE rip families apart, has over $150m in contracts w/local &amp; state police forces across the States -- LA, Virginia, San Mateo, etc. 

As you have convos in your hometown, focus on getting the city to cancel these contracts &amp; invest in our people.",ConMijente,.,CRITICIZING COMPANIES THAT WORK WITH LAW ENFORCEMENT,AMC,
2846,1270439234499985408,2020-06-09 19:34:51,"About Today’s #COVID19 Test Site: The 1972 rent strike, led by Louise Watley, demanded better living conditions in public housing. What started as half a dozen protesters at one complex grew to 600 residents in 15 of the 22 housing projects across Atlanta. That’s community power!",ProjectSouth,.,EDUCATING ON A HISTORIC RENT STRIKE,AMC,
2847,1270439235481473024,2020-06-09 19:34:52,"Watley lived in Carver Homes, fought for fair housing for years, &amp; served as a community leader/advocate who knew the power of
collective action &amp; resistance. She passed in 2019; the Southeast ATL Library branch is now named in her honor. 
https://t.co/XYKYQUKqcH",ProjectSouth,.,EDUCATING ON A HISTORIC RENT STRIKE,AMC,
2848,1270445624505233408,2020-06-09 20:00:15,@OleSkoolRaiders We have come to the same conclusion! 🥺😡 We are working within the white community to try and change this moving forward. It’s time that we told the truth about our history (and present!),ReparationsFund,.,ADVOCATING FOR TRUTHFUL HISTORY,AMC,
2849,1270450964022116352,2020-06-09 20:21:28,".@Telemundo and @Univision coverage of #DefundPolice #BlackLivesMatter protests have focused on property instead of people and has often left out voices of Afro-Latinx people, advocates and those directly affected by police violence. This needs to change. 
https://t.co/gMr2F9R7d1 https://t.co/bVwcADk3Gr",ConMijente,.,CRITICIZING MEDIA COVERAGE OF BLM PROTESTS,AMC,
2850,1270453919668244480,2020-06-09 20:33:12,"Louisville Metro Council is one step closer to banning no-knock search warrants. 

However, as the bill currently stands, it would exclude narcotics cases like that of the controversial use of a no-knock warrant which led to the death of #BreonnaTaylor. https://t.co/JmReDT0aNP",Justice_Collab,.,SHARING A DECEPTIVE POLICE REFORM POLICY,AMC,
2851,1270457364462931968,2020-06-09 20:46:54,"“This is about systems of white supremacy in this country. We need you to do the work for the long-term.” As part of #SustainingCommunity, Tammy Brown has a call to action for white people who want to call themselves allies. VIDEO: https://t.co/bjbnOhIcou. #RJ4BlackLives",SisterSong_WOC,.,CALLING WHITE ALLIES TO ACTION,AMC,
2852,1270461281850593280,2020-06-09 21:02:28,#SayHerName. Demand #justiceforbreonnataylor! https://t.co/E3gkERj2c8,SisterSong_WOC,.,DEMANDING JUSTICE FOR A VICTIM OF POLICE BRUTALITY,AMC,
2853,1270476178068058112,2020-06-09 22:01:39,"Mijente is an explicitly pro-Black organization, we are upping the ante in defense of Black lives. Join us this Wed 6/10, 8pm EST to talk about what's needed from all Latinxs in this moment! Register here https://t.co/N91nUEoDiE! #BlackLivesMatter https://t.co/GSGgzt8gHs",ConMijente,.,ASKING FOR PARTICIPATION; DISCUSSING BLACK LATINX SOLIDARITY ,AMC,
2854,1270494040644038656,2020-06-09 23:12:38,#DefundBPD https://t.co/56mhZmCTBI,OrganizingBlack,.,NA,AMC,
2855,1270528651482877952,2020-06-10 1:30:10,"@Sammy_Dolphin We appreciate your support.
#salutetotheReal",AlgebraProject,.,THANKING A SUPPORTER OF THE MOVEMENT,AMC,
2856,1270528713545916416,2020-06-10 1:30:25,"Florissand PD, St. Ann PD, Hazelwood PD, Velda City, Normandy, Etc. We told the world these precincts were just as dirty if not dirtier than Ferguson PD. Ppl just wanted to focus the energy where the media was. Took for a blk man to get run over by a detective for you to listen.",handsupunited_,.,ANTAGONIZING NORTORIOUSLY AGGRESSIVE POLICE DEPARTMENTS,AMC,
2857,1270539661614686208,2020-06-10 2:13:55,Y’all next https://t.co/flPkg4y6jW,OrganizingBlack,.,NA,AMC,
2858,1270568053420498944,2020-06-10 4:06:44,"Either get with it or lose ya jobs next, two years is a long time to organize and we ready. https://t.co/2InwXe24Bq",OrganizingBlack,.,NA,AMC,
2859,1270574611806089216,2020-06-10 4:32:48,"After three years of organizing, our @CR_PDX chapter with @carenotcops just dismantled the racist gang policing unit of the Portland Police Bureau!

Let's keep fighting and winning. #DefundThePolice to #AbolishPolicing

https://t.co/8aqKARkKcZ",C_Resistance,.,SHARING A SUCCESS STORY,AMC,
2860,1270694638928760832,2020-06-10 12:29:44,@publiusterrance @mensworkdc The short answer is 1. police do not deter crime or stop violence from happening (in fact the inflict it). 2. There are harm and violence reduction/prevention programs/models that already exist that show us what a world without police looks like,OrganizingBlack,.,JUSTIFYING ABOLISHING POLICE; DISCUSSING POLICING ALTERNATIVES,AMC,
2861,1270696716321411072,2020-06-10 12:38:00,"TODAY: Racism is a health crisis. We need elected officials to step up and speak out for our communities. SisterSong is proud to co-sponsor the ""GA People's Health Forum"" - a virtual community gathering tonight from 6-7:30pm. Register: https://t.co/VH6swJ97Zn. https://t.co/KhcIO0jIlP",SisterSong_WOC,.,ANNOUNCING A COLLABORATION; ASKING FOR PARTICIPATION,AMC,
2862,1270697418418520064,2020-06-10 12:40:47,"@publiusterrance since youre in dc, you should follow @DMVBlackLives &amp; memembers of byp100 dc like @theAfroLegalise. Also i will dm you some resources &amp; your specific request will be fulfilled later.",OrganizingBlack,.,ENCOURAGING FOLLOWERS TO FOLLOW AN ACCOUNT,AMC,
2863,1270698079860252672,2020-06-10 12:43:25,"@publiusterrance https://t.co/JZr4POeH25

https://t.co/t9Y7hh6W5i

https://t.co/Q8HdCfWdpe

https://t.co/h3sdy7AQFl

https://t.co/GnORg1NwYg

https://t.co/v2iQAC13pW

https://t.co/XMwxq2FqQE",OrganizingBlack,.,NA,AMC,
2864,1270699646780944384,2020-06-10 12:49:38,@publiusterrance https://t.co/cH6f5y4Uyn,OrganizingBlack,.,NA,AMC,
2865,1270701027713519616,2020-06-10 12:55:08,Join us at 1pm today for a know your rights training with our partners at @NCBLawyers and @NLGnews . Learn more here:https://t.co/cdOo52JZT4 https://t.co/CDPthweA8C,justcitydetroit,.,ASKING FOR PARTICIPATION; ,AMC,
2866,1270702075832385536,2020-06-10 12:59:18,@publiusterrance https://t.co/OTn20eiQ7o,OrganizingBlack,.,NA,AMC,
